0 0 0 -nan inf inf -nan -nan 0 0
4.92 2.82105 0.314733 2.01697 0.882259 -0.453241 7.45849e-05 -4.44564e-05 0.670178 2.23365
4.93 2.82718 0.315159 2.01312 0.879352 -0.454838 7.49397e-05 -4.46672e-05 0.671449 2.23517
4.94 2.83332 0.315585 2.00928 0.876458 -0.456427 7.52963e-05 -4.48791e-05 0.672719 2.23668
4.95 2.83945 0.316011 2.00546 0.873577 -0.458006 7.56547e-05 -4.5092e-05 0.673989 2.23818
4.96 2.84559 0.316436 2.00165 0.870708 -0.459576 7.6015e-05 -4.5306e-05 0.675258 2.23969
4.97 2.85173 0.316862 1.99786 0.867851 -0.461138 7.6377e-05 -4.55211e-05 0.676528 2.24119
4.98 2.85787 0.317286 1.99408 0.865007 -0.46269 7.67409e-05 -4.57373e-05 0.677797 2.2427
4.99 2.86401 0.317711 1.99031 0.862176 -0.464234 7.71067e-05 -4.59546e-05 0.679065 2.2442
5 2.87016 0.318135 1.98656 0.859356 -0.465769 7.74743e-05 -4.61729e-05 0.680334 2.2457
5.01 2.8763 0.318559 1.98283 0.856549 -0.467295 7.78438e-05 -4.63924e-05 0.681602 2.24719
5.02 2.88245 0.318983 1.9791 0.853754 -0.468813 7.82152e-05 -4.6613e-05 0.68287 2.24869
5.03 2.8886 0.319407 1.9754 0.850972 -0.470322 7.85884e-05 -4.68347e-05 0.684138 2.25018
5.04 2.89474 0.31983 1.9717 0.848201 -0.471823 7.89636e-05 -4.70576e-05 0.685405 2.25167
5.05 2.90089 0.320253 1.96802 0.845442 -0.473315 7.93407e-05 -4.72815e-05 0.686672 2.25316
5.06 2.90704 0.320675 1.96435 0.842695 -0.474798 7.97197e-05 -4.75066e-05 0.687939 2.25464
5.07 2.9132 0.321098 1.9607 0.839959 -0.476274 8.01006e-05 -4.77329e-05 0.689206 2.25613
5.08 2.91935 0.32152 1.95706 0.837236 -0.477741 8.04834e-05 -4.79602e-05 0.690472 2.25761
5.09 2.9255 0.321942 1.95343 0.834523 -0.4792 8.08682e-05 -4.81888e-05 0.691739 2.25909
5.1 2.93166 0.322363 1.94982 0.831823 -0.48065 8.1255e-05 -4.84185e-05 0.693004 2.26057
5.11 2.93782 0.322784 1.94622 0.829134 -0.482093 8.16438e-05 -4.86493e-05 0.69427 2.26204
5.12 2.94398 0.323205 1.94263 0.826456 -0.483527 8.20345e-05 -4.88813e-05 0.695535 2.26352
5.13 2.95014 0.323626 1.93906 0.82379 -0.484953 8.24272e-05 -4.91146e-05 0.696801 2.26499
5.14 2.9563 0.324047 1.9355 0.821135 -0.486372 8.28219e-05 -4.93489e-05 0.698065 2.26646
5.15 2.96246 0.324467 1.93195 0.818491 -0.487782 8.32187e-05 -4.95845e-05 0.69933 2.26793
5.16 2.96862 0.324887 1.92841 0.815859 -0.489185 8.36174e-05 -4.98213e-05 0.700594 2.2694
5.17 2.97479 0.325306 1.92489 0.813237 -0.49058 8.40182e-05 -5.00593e-05 0.701858 2.27086
5.18 2.98095 0.325726 1.92138 0.810626 -0.491967 8.4421e-05 -5.02984e-05 0.703122 2.27233
5.19 2.98712 0.326145 1.91789 0.808027 -0.493346 8.48259e-05 -5.05388e-05 0.704386 2.27379
5.2 2.99329 0.326563 1.9144 0.805438 -0.494718 8.52329e-05 -5.07804e-05 0.705649 2.27525
5.21 2.99946 0.326982 1.91093 0.80286 -0.496082 8.56419e-05 -5.10233e-05 0.706912 2.2767
5.22 3.00563 0.3274 1.90747 0.800293 -0.497439 8.6053e-05 -5.12673e-05 0.708175 2.27816
5.23 3.0118 0.327818 1.90402 0.797736 -0.498788 8.64662e-05 -5.15126e-05 0.709437 2.27961
5.24 3.01798 0.328236 1.90059 0.795191 -0.500129 8.68815e-05 -5.17592e-05 0.7107 2.28107
5.25 3.02415 0.328653 1.89717 0.792655 -0.501464 8.72989e-05 -5.2007e-05 0.711962 2.28252
5.26 3.03033 0.329071 1.89376 0.79013 -0.502791 8.77185e-05 -5.2256e-05 0.713223 2.28396
5.27 3.03651 0.329488 1.89036 0.787616 -0.50411 8.81402e-05 -5.25064e-05 0.714485 2.28541
5.28 3.04268 0.329904 1.88698 0.785112 -0.505422 8.8564e-05 -5.27579e-05 0.715746 2.28686
5.29 3.04886 0.330321 1.8836 0.782618 -0.506727 8.899e-05 -5.30108e-05 0.717007 2.2883
5.3 3.05505 0.330737 1.88024 0.780135 -0.508025 8.94182e-05 -5.3265e-05 0.718268 2.28974
5.31 3.06123 0.331153 1.87689 0.777661 -0.509316 8.98486e-05 -5.35204e-05 0.719528 2.29118
5.32 3.06741 0.331568 1.87355 0.775198 -0.5106 9.02811e-05 -5.37771e-05 0.720788 2.29262
5.33 3.0736 0.331984 1.87023 0.772745 -0.511876 9.07159e-05 -5.40351e-05 0.722048 2.29405
5.34 3.07978 0.332399 1.86691 0.770302 -0.513146 9.11529e-05 -5.42945e-05 0.723308 2.29549
5.35 3.08597 0.332814 1.86361 0.767869 -0.514409 9.15921e-05 -5.45551e-05 0.724567 2.29692
5.36 3.09216 0.333228 1.86032 0.765446 -0.515664 9.20335e-05 -5.48171e-05 0.725827 2.29835
5.37 3.09835 0.333643 1.85704 0.763032 -0.516913 9.24772e-05 -5.50804e-05 0.727086 2.29978
5.38 3.10454 0.334057 1.85377 0.760629 -0.518156 9.29232e-05 -5.5345e-05 0.728344 2.3012
5.39 3.11073 0.334471 1.85051 0.758235 -0.519391 9.33714e-05 -5.5611e-05 0.729603 2.30263
5.4 3.11693 0.334884 1.84727 0.755851 -0.52062 9.38219e-05 -5.58783e-05 0.730861 2.30405
5.41 3.12312 0.335297 1.84403 0.753476 -0.521842 9.42747e-05 -5.6147e-05 0.732119 2.30547
5.42 3.12932 0.33571 1.84081 0.751111 -0.523057 9.47298e-05 -5.64171e-05 0.733377 2.30689
5.43 3.13551 0.336123 1.8376 0.748755 -0.524266 9.51873e-05 -5.66885e-05 0.734634 2.30831
5.44 3.14171 0.336536 1.8344 0.746409 -0.525468 9.5647e-05 -5.69612e-05 0.735891 2.30973
5.45 3.14791 0.336948 1.83121 0.744073 -0.526663 9.61091e-05 -5.72354e-05 0.737148 2.31114
5.46 3.15411 0.33736 1.82803 0.741745 -0.527853 9.65736e-05 -5.75109e-05 0.738405 2.31255
5.47 3.16032 0.337772 1.82486 0.739427 -0.529035 9.70404e-05 -5.77879e-05 0.739661 2.31396
5.48 3.16652 0.338183 1.8217 0.737118 -0.530212 9.75096e-05 -5.80662e-05 0.740917 2.31537
5.49 3.17272 0.338595 1.81856 0.734819 -0.531382 9.79812e-05 -5.8346e-05 0.742173 2.31678
5.5 3.17893 0.339006 1.81542 0.732528 -0.532546 9.84551e-05 -5.86272e-05 0.743429 2.31819
5.51 3.18514 0.339417 1.8123 0.730247 -0.533703 9.89315e-05 -5.89097e-05 0.744684 2.31959
5.52 3.19135 0.339827 1.80918 0.727974 -0.534854 9.94104e-05 -5.91938e-05 0.74594 2.32099
5.53 3.19756 0.340237 1.80608 0.725711 -0.535999 9.98916e-05 -5.94792e-05 0.747195 2.32239
5.54 3.20377 0.340647 1.80298 0.723456 -0.537138 0.000100375 -5.97661e-05 0.748449 2.32379
5.55 3.20998 0.341057 1.7999 0.721211 -0.538271 0.000100861 -6.00545e-05 0.749704 2.32519
5.56 3.21619 0.341467 1.79683 0.718974 -0.539398 0.00010135 -6.03443e-05 0.750958 2.32659
5.57 3.22241 0.341876 1.79376 0.716746 -0.540518 0.000101841 -6.06355e-05 0.752212 2.32798
5.58 3.22862 0.342285 1.79071 0.714527 -0.541633 0.000102335 -6.09283e-05 0.753466 2.32937
5.59 3.23484 0.342694 1.78767 0.712316 -0.542742 0.000102831 -6.12225e-05 0.754719 2.33076
5.6 3.24106 0.343103 1.78464 0.710114 -0.543844 0.00010333 -6.15182e-05 0.755972 2.33215
5.61 3.24728 0.343511 1.78162 0.707921 -0.544941 0.000103831 -6.18154e-05 0.757225 2.33354
5.62 3.2535 0.343919 1.77861 0.705736 -0.546032 0.000104334 -6.21141e-05 0.758478 2.33492
5.63 3.25972 0.344327 1.7756 0.703559 -0.547117 0.000104841 -6.24143e-05 0.75973 2.33631
5.64 3.26594 0.344734 1.77261 0.701391 -0.548197 0.00010535 -6.2716e-05 0.760983 2.33769
5.65 3.27217 0.345142 1.76963 0.699232 -0.54927 0.000105861 -6.30193e-05 0.762235 2.33907
5.66 3.27839 0.345549 1.76666 0.697081 -0.550338 0.000106375 -6.3324e-05 0.763486 2.34045
5.67 3.28462 0.345956 1.7637 0.694938 -0.5514 0.000106892 -6.36304e-05 0.764738 2.34183
5.68 3.29085 0.346363 1.76074 0.692803 -0.552457 0.000107411 -6.39382e-05 0.765989 2.3432
5.69 3.29708 0.346769 1.7578 0.690677 -0.553508 0.000107933 -6.42476e-05 0.76724 2.34458
5.7 3.30331 0.347175 1.75487 0.688559 -0.554553 0.000108457 -6.45586e-05 0.768491 2.34595
5.71 3.30954 0.347581 1.75194 0.686448 -0.555593 0.000108985 -6.48711e-05 0.769741 2.34732
5.72 3.31577 0.347987 1.74903 0.684346 -0.556628 0.000109514 -6.51852e-05 0.770992 2.34869
5.73 3.32201 0.348392 1.74613 0.682252 -0.557657 0.000110047 -6.55009e-05 0.772242 2.35006
5.74 3.32824 0.348797 1.74323 0.680166 -0.55868 0.000110582 -6.58182e-05 0.773492 2.35143
5.75 3.33448 0.349202 1.74035 0.678088 -0.559698 0.00011112 -6.6137e-05 0.774741 2.35279
5.76 3.34071 0.349607 1.73747 0.676018 -0.560711 0.000111661 -6.64575e-05 0.775991 2.35415
5.77 3.34695 0.350012 1.7346 0.673956 -0.561718 0.000112204 -6.67796e-05 0.77724 2.35552
5.78 3.35319 0.350416 1.73175 0.671901 -0.56272 0.00011275 -6.71033e-05 0.778488 2.35688
5.79 3.35943 0.35082 1.7289 0.669855 -0.563717 0.000113299 -6.74286e-05 0.779737 2.35823
5.8 3.36568 0.351224 1.72606 0.667816 -0.564708 0.000113851 -6.77556e-05 0.780985 2.35959
5.81 3.37192 0.351627 1.72323 0.665784 -0.565695 0.000114406 -6.80842e-05 0.782233 2.36095
5.82 3.37817 0.352031 1.72041 0.663761 -0.566676 0.000114963 -6.84145e-05 0.783481 2.3623
5.83 3.38441 0.352434 1.7176 0.661745 -0.567652 0.000115523 -6.87464e-05 0.784729 2.36365
5.84 3.39066 0.352837 1.71479 0.659736 -0.568622 0.000116086 -6.90799e-05 0.785976 2.365
5.85 3.39691 0.353239 1.712 0.657736 -0.569588 0.000116652 -6.94152e-05 0.787224 2.36635
5.86 3.40316 0.353642 1.70921 0.655742 -0.570549 0.00011722 -6.97521e-05 0.788471 2.3677
5.87 3.40941 0.354044 1.70644 0.653756 -0.571504 0.000117792 -7.00908e-05 0.789717 2.36905
5.88 3.41566 0.354446 1.70367 0.651778 -0.572455 0.000118366 -7.04311e-05 0.790964 2.37039
5.89 3.42191 0.354848 1.70091 0.649807 -0.573401 0.000118944 -7.07731e-05 0.79221 2.37173
5.9 3.42817 0.355249 1.69816 0.647843 -0.574341 0.000119524 -7.11168e-05 0.793456 2.37307
5.91 3.43442 0.355651 1.69542 0.645886 -0.575277 0.000120107 -7.14623e-05 0.794702 2.37441
5.92 3.44068 0.356052 1.69269 0.643937 -0.576208 0.000120693 -7.18095e-05 0.795947 2.37575
5.93 3.44694 0.356453 1.68996 0.641995 -0.577134 0.000121282 -7.21584e-05 0.797192 2.37709
5.94 3.4532 0.356853 1.68725 0.64006 -0.578055 0.000121874 -7.25091e-05 0.798437 2.37843
5.95 3.45946 0.357254 1.68454 0.638132 -0.578972 0.000122469 -7.28615e-05 0.799682 2.37976
5.96 3.46572 0.357654 1.68184 0.636212 -0.579883 0.000123067 -7.32157e-05 0.800927 2.38109
5.97 3.47198 0.358054 1.67915 0.634298 -0.58079 0.000123668 -7.35717e-05 0.802171 2.38242
5.98 3.47824 0.358453 1.67647 0.632392 -0.581692 0.000124272 -7.39294e-05 0.803415 2.38375
5.99 3.48451 0.358853 1.6738 0.630492 -0.58259 0.000124879 -7.42889e-05 0.804659 2.38508
6 3.49078 0.359252 1.67113 0.628599 -0.583483 0.000125489 -7.46502e-05 0.805903 2.38641
6.01 3.49704 0.359651 1.66848 0.626714 -0.584371 0.000126102 -7.50133e-05 0.807146 2.38773
6.02 3.50331 0.36005 1.66583 0.624835 -0.585255 0.000126718 -7.53783e-05 0.808389 2.38906
6.03 3.50958 0.360449 1.66319 0.622963 -0.586134 0.000127338 -7.5745e-05 0.809632 2.39038
6.04 3.51585 0.360847 1.66056 0.621098 -0.587008 0.00012796 -7.61136e-05 0.810875 2.3917
6.05 3.52212 0.361245 1.65793 0.61924 -0.587878 0.000128585 -7.6484e-05 0.812117 2.39302
6.06 3.5284 0.361643 1.65532 0.617388 -0.588743 0.000129214 -7.68562e-05 0.813359 2.39434
6.07 3.53467 0.362041 1.65271 0.615543 -0.589604 0.000129846 -7.72304e-05 0.814601 2.39565
6.08 3.54095 0.362439 1.65011 0.613705 -0.590461 0.000130481 -7.76063e-05 0.815843 2.39697
6.09 3.54722 0.362836 1.64752 0.611874 -0.591313 0.000131119 -7.79842e-05 0.817085 2.39828
6.1 3.5535 0.363233 1.64493 0.610049 -0.592161 0.000131761 -7.83639e-05 0.818326 2.39959
6.11 3.55978 0.36363 1.64236 0.60823 -0.593004 0.000132405 -7.87455e-05 0.819567 2.4009
6.12 3.56606 0.364026 1.63979 0.606419 -0.593843 0.000133053 -7.9129e-05 0.820808 2.40221
6.13 3.57234 0.364423 1.63723 0.604613 -0.594677 0.000133704 -7.95144e-05 0.822048 2.40352
6.14 3.57863 0.364819 1.63467 0.602815 -0.595508 0.000134358 -7.99017e-05 0.823289 2.40483
6.15 3.58491 0.365215 1.63213 0.601022 -0.596334 0.000135016 -8.0291e-05 0.824529 2.40613
6.16 3.5912 0.365611 1.62959 0.599236 -0.597156 0.000135677 -8.06821e-05 0.825769 2.40743
6.17 3.59748 0.366006 1.62706 0.597457 -0.597973 0.000136341 -8.10752e-05 0.827008 2.40874
6.18 3.60377 0.366402 1.62454 0.595683 -0.598787 0.000137008 -8.14703e-05 0.828248 2.41004
6.19 3.61006 0.366797 1.62203 0.593916 -0.599596 0.000137679 -8.18673e-05 0.829487 2.41134
6.2 3.61635 0.367192 1.61952 0.592156 -0.600401 0.000138353 -8.22663e-05 0.830726 2.41263
6.21 3.62264 0.367587 1.61702 0.590401 -0.601202 0.000139031 -8.26672e-05 0.831965 2.41393
6.22 3.62893 0.367981 1.61453 0.588653 -0.601999 0.000139712 -8.30702e-05 0.833203 2.41522
6.23 3.63522 0.368375 1.61204 0.586911 -0.602791 0.000140396 -8.34751e-05 0.834441 2.41652
6.24 3.64152 0.36877 1.60957 0.585175 -0.60358 0.000141084 -8.38821e-05 0.835679 2.41781
6.25 3.64781 0.369163 1.6071 0.583446 -0.604365 0.000141775 -8.4291e-05 0.836917 2.4191
6.26 3.65411 0.369557 1.60464 0.581722 -0.605145 0.000142469 -8.4702e-05 0.838155 2.42039
6.27 3.66041 0.369951 1.60218 0.580004 -0.605922 0.000143167 -8.5115e-05 0.839392 2.42168
6.28 3.66671 0.370344 1.59973 0.578293 -0.606695 0.000143869 -8.553e-05 0.840629 2.42297
6.29 3.67301 0.370737 1.59729 0.576587 -0.607463 0.000144574 -8.59471e-05 0.841866 2.42425
6.3 3.67931 0.37113 1.59486 0.574888 -0.608228 0.000145282 -8.63662e-05 0.843103 2.42554
6.31 3.68561 0.371522 1.59243 0.573194 -0.608989 0.000145994 -8.67874e-05 0.844339 2.42682
6.32 3.69191 0.371915 1.59001 0.571507 -0.609746 0.00014671 -8.72107e-05 0.845576 2.4281
6.33 3.69822 0.372307 1.5876 0.569825 -0.610499 0.000147429 -8.7636e-05 0.846812 2.42938
6.34 3.70453 0.372699 1.5852 0.568149 -0.611248 0.000148152 -8.80635e-05 0.848047 2.43066
6.35 3.71083 0.373091 1.5828 0.566479 -0.611994 0.000148878 -8.8493e-05 0.849283 2.43194
6.36 3.71714 0.373482 1.58041 0.564814 -0.612735 0.000149608 -8.89247e-05 0.850518 2.43321
6.37 3.72345 0.373874 1.57803 0.563156 -0.613473 0.000150341 -8.93585e-05 0.851753 2.43449
6.38 3.72976 0.374265 1.57565 0.561503 -0.614208 0.000151078 -8.97944e-05 0.852988 2.43576
6.39 3.73607 0.374656 1.57328 0.559856 -0.614938 0.000151819 -9.02325e-05 0.854223 2.43703
6.4 3.74238 0.375047 1.57092 0.558215 -0.615665 0.000152563 -9.06727e-05 0.855457 2.4383
6.41 3.7487 0.375437 1.56856 0.556579 -0.616388 0.000153311 -9.1115e-05 0.856692 2.43957
6.42 3.75501 0.375828 1.56621 0.554949 -0.617107 0.000154063 -9.15596e-05 0.857926 2.44084
6.43 3.76133 0.376218 1.56387 0.553324 -0.617823 0.000154819 -9.20063e-05 0.859159 2.44211
6.44 3.76765 0.376608 1.56153 0.551705 -0.618535 0.000155578 -9.24552e-05 0.860393 2.44337
6.45 3.77397 0.376998 1.5592 0.550092 -0.619243 0.000156341 -9.29063e-05 0.861626 2.44463
6.46 3.78029 0.377387 1.55688 0.548484 -0.619948 0.000157107 -9.33596e-05 0.862859 2.4459
6.47 3.78661 0.377776 1.55457 0.546882 -0.620649 0.000157878 -9.38151e-05 0.864092 2.44716
6.48 3.79293 0.378166 1.55226 0.545285 -0.621347 0.000158652 -9.42728e-05 0.865325 2.44842
6.49 3.79925 0.378555 1.54995 0.543693 -0.622041 0.00015943 -9.47328e-05 0.866557 2.44968
6.5 3.80558 0.378943 1.54766 0.542107 -0.622732 0.000160212 -9.51951e-05 0.867789 2.45094
6.51 3.8119 0.379332 1.54537 0.540527 -0.623419 0.000160998 -9.56596e-05 0.869021 2.45219
6.52 3.81823 0.37972 1.54309 0.538951 -0.624103 0.000161788 -9.61263e-05 0.870253 2.45345
6.53 3.82456 0.380108 1.54081 0.537382 -0.624783 0.000162581 -9.65953e-05 0.871485 2.4547
6.54 3.83088 0.380496 1.53854 0.535817 -0.62546 0.000163379 -9.70667e-05 0.872716 2.45595
6.55 3.83721 0.380884 1.53628 0.534258 -0.626133 0.00016418 -9.75403e-05 0.873947 2.4572
6.56 3.84355 0.381272 1.53402 0.532704 -0.626803 0.000164985 -9.80162e-05 0.875178 2.45845
6.57 3.84988 0.381659 1.53177 0.531155 -0.62747 0.000165794 -9.84944e-05 0.876409 2.4597
6.58 3.85621 0.382046 1.52953 0.529611 -0.628133 0.000166608 -9.8975e-05 0.877639 2.46095
6.59 3.86255 0.382433 1.52729 0.528073 -0.628793 0.000167425 -9.94579e-05 0.878869 2.4622
6.6 3.86888 0.38282 1.52506 0.526539 -0.62945 0.000168246 -9.99431e-05 0.880099 2.46344
6.61 3.87522 0.383207 1.52283 0.525011 -0.630103 0.000169071 -0.000100431 0.881329 2.46468
6.62 3.88156 0.383593 1.52061 0.523488 -0.630753 0.0001699 -0.000100921 0.882559 2.46593
6.63 3.8879 0.383979 1.5184 0.52197 -0.6314 0.000170734 -0.000101413 0.883788 2.46717
6.64 3.89424 0.384365 1.51619 0.520458 -0.632043 0.000171571 -0.000101908 0.885017 2.46841
6.65 3.90058 0.384751 1.51399 0.51895 -0.632683 0.000172413 -0.000102405 0.886246 2.46965
6.66 3.90692 0.385137 1.5118 0.517447 -0.63332 0.000173258 -0.000102904 0.887475 2.47088
6.67 3.91326 0.385522 1.50961 0.515949 -0.633954 0.000174108 -0.000103406 0.888703 2.47212
6.68 3.91961 0.385907 1.50743 0.514456 -0.634585 0.000174962 -0.000103911 0.889931 2.47335
6.69 3.92595 0.386292 1.50525 0.512968 -0.635212 0.00017582 -0.000104418 0.891159 2.47459
6.7 3.9323 0.386677 1.50308 0.511486 -0.635836 0.000176682 -0.000104927 0.892387 2.47582
6.71 3.93865 0.387062 1.50092 0.510007 -0.636457 0.000177548 -0.000105439 0.893615 2.47705
6.72 3.945 0.387446 1.49876 0.508534 -0.637075 0.000178419 -0.000105953 0.894842 2.47828
6.73 3.95135 0.387831 1.49661 0.507066 -0.63769 0.000179294 -0.000106469 0.896069 2.47951
6.74 3.9577 0.388215 1.49446 0.505603 -0.638302 0.000180173 -0.000106989 0.897296 2.48074
6.75 3.96405 0.388599 1.49232 0.504144 -0.638911 0.000181056 -0.00010751 0.898523 2.48196
6.76 3.97041 0.388982 1.49019 0.50269 -0.639517 0.000181944 -0.000108034 0.899749 2.48319
6.77 3.97676 0.389366 1.48806 0.501241 -0.640119 0.000182836 -0.000108561 0.900976 2.48441
6.78 3.98312 0.389749 1.48593 0.499797 -0.640719 0.000183732 -0.00010909 0.902202 2.48563
6.79 3.98947 0.390132 1.48382 0.498357 -0.641315 0.000184633 -0.000109622 0.903427 2.48686
6.8 3.99583 0.390515 1.48171 0.496922 -0.641909 0.000185538 -0.000110157 0.904653 2.48808
6.81 4.00219 0.390898 1.4796 0.495492 -0.6425 0.000186448 -0.000110693 0.905879 2.4893
6.82 4.00855 0.391281 1.4775 0.494066 -0.643087 0.000187362 -0.000111233 0.907104 2.49051
6.83 4.01491 0.391663 1.47541 0.492645 -0.643672 0.00018828 -0.000111775 0.908329 2.49173
6.84 4.02128 0.392045 1.47332 0.491229 -0.644254 0.000189203 -0.00011232 0.909553 2.49295
6.85 4.02764 0.392427 1.47124 0.489817 -0.644833 0.00019013 -0.000112867 0.910778 2.49416
6.86 4.034 0.392809 1.46916 0.48841 -0.645409 0.000191061 -0.000113417 0.912002 2.49537
6.87 4.04037 0.393191 1.46709 0.487007 -0.645982 0.000191998 -0.000113969 0.913227 2.49658
6.88 4.04674 0.393572 1.46502 0.485609 -0.646552 0.000192938 -0.000114525 0.91445 2.4978
6.89 4.05311 0.393953 1.46296 0.484216 -0.64712 0.000193883 -0.000115082 0.915674 2.49901
6.9 4.05947 0.394334 1.46091 0.482827 -0.647684 0.000194833 -0.000115643 0.916898 2.50021
6.91 4.06584 0.394715 1.45886 0.481442 -0.648246 0.000195788 -0.000116206 0.918121 2.50142
6.92 4.07222 0.395096 1.45681 0.480062 -0.648805 0.000196747 -0.000116772 0.919344 2.50263
6.93 4.07859 0.395477 1.45478 0.478686 -0.649361 0.00019771 -0.000117341 0.920567 2.50383
6.94 4.08496 0.395857 1.45274 0.477315 -0.649914 0.000198678 -0.000117912 0.921789 2.50504
6.95 4.09134 0.396237 1.45072 0.475948 -0.650465 0.000199651 -0.000118486 0.923012 2.50624
6.96 4.09771 0.396617 1.44869 0.474586 -0.651013 0.000200629 -0.000119063 0.924234 2.50744
6.97 4.10409 0.396997 1.44668 0.473227 -0.651558 0.000201611 -0.000119642 0.925456 2.50864
6.98 4.11047 0.397377 1.44467 0.471874 -0.6521 0.000202598 -0.000120224 0.926678 2.50984
6.99 4.11685 0.397756 1.44266 0.470524 -0.65264 0.00020359 -0.000120809 0.927899 2.51104
7 4.12323 0.398135 1.44066 0.469179 -0.653177 0.000204586 -0.000121397 0.929121 2.51223
7.01 4.12961 0.398514 1.43866 0.467838 -0.653711 0.000205588 -0.000121988 0.930342 2.51343
7.02 4.13599 0.398893 1.43667 0.466501 -0.654243 0.000206594 -0.000122581 0.931563 2.51462
7.03 4.14238 0.399272 1.43469 0.465169 -0.654772 0.000207605 -0.000123177 0.932784 2.51582
7.04 4.14876 0.399651 1.43271 0.46384 -0.655298 0.00020862 -0.000123776 0.934004 2.51701
7.05 4.15515 0.400029 1.43073 0.462516 -0.655822 0.000209641 -0.000124378 0.935225 2.5182
7.06 4.16153 0.400407 1.42877 0.461196 -0.656343 0.000210666 -0.000124983 0.936445 2.51939
7.07 4.16792 0.400785 1.4268 0.459881 -0.656861 0.000211697 -0.000125591 0.937665 2.52058
7.08 4.17431 0.401163 1.42484 0.458569 -0.657377 0.000212732 -0.000126201 0.938884 2.52177
7.09 4.1807 0.401541 1.42289 0.457262 -0.657891 0.000213772 -0.000126814 0.940104 2.52296
7.1 4.18709 0.401918 1.42094 0.455958 -0.658401 0.000214817 -0.000127431 0.941323 2.52414
7.11 4.19348 0.402295 1.419 0.454659 -0.65891 0.000215868 -0.00012805 0.942542 2.52533
7.12 4.19988 0.402673 1.41706 0.453364 -0.659415 0.000216923 -0.000128672 0.943761 2.52651
7.13 4.20627 0.403049 1.41512 0.452073 -0.659918 0.000217983 -0.000129297 0.944979 2.52769
7.14 4.21267 0.403426 1.4132 0.450786 -0.660419 0.000219048 -0.000129925 0.946198 2.52887
7.15 4.21907 0.403803 1.41127 0.449502 -0.660917 0.000220119 -0.000130556 0.947416 2.53005
7.16 4.22546 0.404179 1.40935 0.448223 -0.661413 0.000221194 -0.00013119 0.948634 2.53123
7.17 4.23186 0.404555 1.40744 0.446948 -0.661906 0.000222275 -0.000131827 0.949852 2.53241
7.18 4.23826 0.404932 1.40553 0.445677 -0.662397 0.00022336 -0.000132466 0.95107 2.53359
7.19 4.24466 0.405307 1.40363 0.44441 -0.662885 0.000224451 -0.000133109 0.952287 2.53476
7.2 4.25107 0.405683 1.40173 0.443147 -0.663371 0.000225547 -0.000133755 0.953504 2.53594
7.21 4.25747 0.406059 1.39983 0.441887 -0.663855 0.000226648 -0.000134404 0.954721 2.53711
7.22 4.26387 0.406434 1.39795 0.440632 -0.664336 0.000227755 -0.000135056 0.955938 2.53828
7.23 4.27028 0.406809 1.39606 0.43938 -0.664814 0.000228866 -0.000135711 0.957154 2.53945
7.24 4.27669 0.407184 1.39418 0.438132 -0.66529 0.000229983 -0.000136369 0.958371 2.54062
7.25 4.28309 0.407559 1.39231 0.436889 -0.665764 0.000231105 -0.00013703 0.959587 2.54179
7.26 4.2895 0.407934 1.39044 0.435649 -0.666236 0.000232233 -0.000137695 0.960803 2.54296
7.27 4.29591 0.408308 1.38857 0.434412 -0.666705 0.000233366 -0.000138362 0.962019 2.54413
7.28 4.30232 0.408683 1.38671 0.43318 -0.667172 0.000234504 -0.000139032 0.963234 2.54529
7.29 4.30874 0.409057 1.38486 0.431951 -0.667636 0.000235647 -0.000139706 0.96445 2.54646
7.3 4.31515 0.409431 1.383 0.430726 -0.668099 0.000236796 -0.000140383 0.965665 2.54762
7.31 4.32156 0.409805 1.38116 0.429505 -0.668558 0.000237951 -0.000141063 0.96688 2.54879
7.32 4.32798 0.410178 1.37932 0.428288 -0.669016 0.000239111 -0.000141746 0.968094 2.54995
7.33 4.33439 0.410552 1.37748 0.427074 -0.669471 0.000240276 -0.000142432 0.969309 2.55111
7.34 4.34081 0.410925 1.37565 0.425864 -0.669924 0.000241447 -0.000143122 0.970523 2.55227
7.35 4.34723 0.411298 1.37382 0.424658 -0.670375 0.000242623 -0.000143814 0.971737 2.55343
7.36 4.35365 0.411671 1.372 0.423455 -0.670824 0.000243805 -0.00014451 0.972951 2.55458
7.37 4.36007 0.412044 1.37018 0.422256 -0.67127 0.000244992 -0.000145209 0.974165 2.55574
7.38 4.36649 0.412417 1.36836 0.421061 -0.671714 0.000246185 -0.000145912 0.975378 2.55689
7.39 4.37292 0.412789 1.36655 0.419869 -0.672156 0.000247383 -0.000146617 0.976592 2.55805
7.4 4.37934 0.413161 1.36475 0.418681 -0.672596 0.000248588 -0.000147326 0.977805 2.5592
7.41 4.38576 0.413534 1.36295 0.417496 -0.673033 0.000249797 -0.000148038 0.979018 2.56035
7.42 4.39219 0.413906 1.36115 0.416315 -0.673469 0.000251013 -0.000148754 0.98023 2.56151
7.43 4.39862 0.414277 1.35936 0.415138 -0.673902 0.000252234 -0.000149473 0.981443 2.56266
7.44 4.40505 0.414649 1.35757 0.413964 -0.674333 0.000253461 -0.000150195 0.982655 2.56381
7.45 4.41147 0.41502 1.35579 0.412793 -0.674761 0.000254693 -0.00015092 0.983867 2.56495
7.46 4.4179 0.415392 1.35401 0.411627 -0.675188 0.000255932 -0.000151649 0.985079 2.5661
