0 0 0 -nan inf inf -nan -nan 0 0
2.46 1.35468 0.198269 3.84559 2.39496 0.550211 2.3069e-05 -1.3787e-05 0.348477 1.77285
2.47 1.36045 0.198806 3.83114 2.38228 0.540902 2.31937e-05 -1.38614e-05 0.349827 1.77525
2.48 1.36623 0.199342 3.81681 2.36971 0.531683 2.33188e-05 -1.3936e-05 0.351177 1.77764
2.49 1.372 0.199878 3.80259 2.35724 0.52255 2.34442e-05 -1.40108e-05 0.352526 1.78003
2.5 1.37778 0.200413 3.78848 2.34487 0.513504 2.35699e-05 -1.40858e-05 0.353875 1.78241
2.51 1.38356 0.200947 3.77448 2.33261 0.504543 2.36959e-05 -1.4161e-05 0.355224 1.78478
2.52 1.38934 0.20148 3.76058 2.32045 0.495666 2.38223e-05 -1.42364e-05 0.356572 1.78715
2.53 1.39512 0.202013 3.74679 2.30839 0.486872 2.3949e-05 -1.4312e-05 0.35792 1.78951
2.54 1.4009 0.202545 3.73311 2.29644 0.47816 2.40761e-05 -1.43878e-05 0.359267 1.79187
2.55 1.40669 0.203076 3.71953 2.28458 0.469529 2.42035e-05 -1.44638e-05 0.360614 1.79421
2.56 1.41247 0.203607 3.70605 2.27281 0.460977 2.43312e-05 -1.45401e-05 0.361961 1.79656
2.57 1.41826 0.204137 3.69268 2.26115 0.452505 2.44594e-05 -1.46165e-05 0.363307 1.79889
2.58 1.42405 0.204666 3.6794 2.24957 0.444111 2.45878e-05 -1.46931e-05 0.364653 1.80122
2.59 1.42985 0.205194 3.66622 2.2381 0.435794 2.47166e-05 -1.477e-05 0.365999 1.80355
2.6 1.43564 0.205722 3.65314 2.22671 0.427552 2.48458e-05 -1.48471e-05 0.367344 1.80586
2.61 1.44143 0.206249 3.64016 2.21542 0.419386 2.49754e-05 -1.49243e-05 0.368688 1.80818
2.62 1.44723 0.206776 3.62727 2.20421 0.411294 2.51053e-05 -1.50018e-05 0.370033 1.81048
2.63 1.45303 0.207302 3.61448 2.1931 0.403275 2.52356e-05 -1.50796e-05 0.371376 1.81278
2.64 1.45883 0.207827 3.60178 2.18207 0.395329 2.53663e-05 -1.51575e-05 0.37272 1.81508
2.65 1.46463 0.208351 3.58918 2.17114 0.387454 2.54973e-05 -1.52357e-05 0.374063 1.81737
2.66 1.47044 0.208875 3.57666 2.16029 0.37965 2.56288e-05 -1.53141e-05 0.375406 1.81965
2.67 1.47624 0.209398 3.56424 2.14952 0.371916 2.57606e-05 -1.53928e-05 0.376748 1.82193
2.68 1.48205 0.209921 3.5519 2.13884 0.36425 2.58928e-05 -1.54716e-05 0.37809 1.8242
2.69 1.48786 0.210443 3.53966 2.12824 0.356653 2.60254e-05 -1.55507e-05 0.379432 1.82647
2.7 1.49367 0.210964 3.5275 2.11772 0.349123 2.61584e-05 -1.56301e-05 0.380773 1.82873
2.71 1.49948 0.211484 3.51542 2.10729 0.341659 2.62918e-05 -1.57097e-05 0.382114 1.83098
2.72 1.50529 0.212004 3.50344 2.09694 0.334261 2.64257e-05 -1.57895e-05 0.383454 1.83323
2.73 1.51111 0.212524 3.49153 2.08666 0.326928 2.65599e-05 -1.58695e-05 0.384794 1.83547
2.74 1.51693 0.213042 3.47972 2.07647 0.31966 2.66946e-05 -1.59499e-05 0.386134 1.83771
2.75 1.52274 0.21356 3.46798 2.06635 0.312454 2.68296e-05 -1.60304e-05 0.387473 1.83995
2.76 1.52856 0.214078 3.45633 2.05631 0.305312 2.69651e-05 -1.61112e-05 0.388812 1.84217
2.77 1.53439 0.214594 3.44475 2.04635 0.298231 2.7101e-05 -1.61923e-05 0.39015 1.8444
2.78 1.54021 0.215111 3.43326 2.03646 0.291212 2.72374e-05 -1.62736e-05 0.391488 1.84661
2.79 1.54604 0.215626 3.42185 2.02665 0.284253 2.73742e-05 -1.63552e-05 0.392826 1.84882
2.8 1.55186 0.216141 3.41051 2.01691 0.277354 2.75114e-05 -1.64371e-05 0.394164 1.85103
2.81 1.55769 0.216655 3.39925 2.00724 0.270514 2.7649e-05 -1.65192e-05 0.395501 1.85323
2.82 1.56352 0.217169 3.38807 1.99765 0.263733 2.77871e-05 -1.66015e-05 0.396837 1.85543
2.83 1.56935 0.217682 3.37697 1.98812 0.257009 2.79257e-05 -1.66842e-05 0.398173 1.85762
2.84 1.57519 0.218195 3.36594 1.97867 0.250342 2.80647e-05 -1.67671e-05 0.399509 1.8598
2.85 1.58102 0.218707 3.35499 1.96929 0.243733 2.82042e-05 -1.68502e-05 0.400845 1.86198
2.86 1.58686 0.219218 3.34411 1.95997 0.237178 2.83441e-05 -1.69337e-05 0.40218 1.86416
2.87 1.5927 0.219729 3.3333 1.95073 0.23068 2.84845e-05 -1.70174e-05 0.403515 1.86633
2.88 1.59854 0.220239 3.32256 1.94155 0.224235 2.86254e-05 -1.71014e-05 0.404849 1.86849
2.89 1.60438 0.220748 3.3119 1.93244 0.217845 2.87667e-05 -1.71857e-05 0.406183 1.87065
2.9 1.61022 0.221257 3.30131 1.9234 0.211508 2.89085e-05 -1.72703e-05 0.407517 1.87281
2.91 1.61607 0.221766 3.29078 1.91442 0.205224 2.90508e-05 -1.73552e-05 0.40885 1.87496
2.92 1.62191 0.222273 3.28033 1.90551 0.198993 2.91936e-05 -1.74403e-05 0.410183 1.8771
2.93 1.62776 0.22278 3.26994 1.89666 0.192812 2.93369e-05 -1.75257e-05 0.411515 1.87924
2.94 1.63361 0.223287 3.25963 1.88787 0.186683 2.94807e-05 -1.76115e-05 0.412848 1.88138
2.95 1.63946 0.223793 3.24938 1.87915 0.180605 2.96249e-05 -1.76975e-05 0.414179 1.88351
2.96 1.64531 0.224299 3.23919 1.87049 0.174576 2.97697e-05 -1.77838e-05 0.415511 1.88564
2.97 1.65117 0.224803 3.22907 1.86189 0.168597 2.9915e-05 -1.78705e-05 0.416842 1.88776
2.98 1.65703 0.225308 3.21902 1.85335 0.162667 3.00608e-05 -1.79574e-05 0.418173 1.88987
2.99 1.66288 0.225812 3.20903 1.84487 0.156785 3.02071e-05 -1.80446e-05 0.419503 1.89199
3 1.66874 0.226315 3.19911 1.83645 0.150951 3.03539e-05 -1.81322e-05 0.420833 1.89409
3.01 1.6746 0.226817 3.18925 1.82809 0.145164 3.05013e-05 -1.822e-05 0.422163 1.89619
3.02 1.68047 0.227319 3.17945 1.81979 0.139424 3.06491e-05 -1.83082e-05 0.423492 1.89829
3.03 1.68633 0.227821 3.16972 1.81155 0.13373 3.07975e-05 -1.83967e-05 0.424821 1.90039
3.04 1.69219 0.228322 3.16004 1.80336 0.128083 3.09465e-05 -1.84855e-05 0.426149 1.90247
3.05 1.69806 0.228822 3.15043 1.79523 0.12248 3.1096e-05 -1.85746e-05 0.427478 1.90456
3.06 1.70393 0.229322 3.14088 1.78716 0.116922 3.1246e-05 -1.86641e-05 0.428806 1.90664
3.07 1.7098 0.229822 3.13138 1.77914 0.111409 3.13966e-05 -1.87539e-05 0.430133 1.90871
3.08 1.71567 0.23032 3.12195 1.77118 0.10594 3.15478e-05 -1.8844e-05 0.43146 1.91078
3.09 1.72155 0.230819 3.11258 1.76327 0.100514 3.16995e-05 -1.89344e-05 0.432787 1.91285
3.1 1.72742 0.231316 3.10326 1.75542 0.0951308 3.18517e-05 -1.90252e-05 0.434113 1.91491
3.11 1.7333 0.231814 3.094 1.74762 0.0897904 3.20046e-05 -1.91163e-05 0.435439 1.91697
3.12 1.73918 0.23231 3.0848 1.73987 0.0844921 3.2158e-05 -1.92078e-05 0.436765 1.91902
3.13 1.74506 0.232806 3.07565 1.73217 0.0792354 3.2312e-05 -1.92996e-05 0.43809 1.92107
3.14 1.75094 0.233302 3.06656 1.72453 0.07402 3.24666e-05 -1.93918e-05 0.439415 1.92311
3.15 1.75682 0.233797 3.05752 1.71694 0.0688453 3.26217e-05 -1.94843e-05 0.44074 1.92515
3.16 1.7627 0.234292 3.04854 1.7094 0.063711 3.27775e-05 -1.95771e-05 0.442064 1.92718
3.17 1.76859 0.234786 3.03962 1.7019 0.0586167 3.29338e-05 -1.96703e-05 0.443388 1.92921
3.18 1.77448 0.235279 3.03075 1.69446 0.053562 3.30908e-05 -1.97639e-05 0.444712 1.93124
3.19 1.78037 0.235772 3.02193 1.68707 0.0485464 3.32483e-05 -1.98578e-05 0.446035 1.93326
3.2 1.78626 0.236265 3.01316 1.67973 0.0435696 3.34065e-05 -1.99521e-05 0.447358 1.93528
3.21 1.79215 0.236757 3.00445 1.67243 0.0386311 3.35652e-05 -2.00467e-05 0.448681 1.9373
3.22 1.79804 0.237248 2.99579 1.66519 0.0337306 3.37246e-05 -2.01417e-05 0.450003 1.9393
3.23 1.80394 0.237739 2.98718 1.65799 0.0288677 3.38847e-05 -2.02371e-05 0.451325 1.94131
3.24 1.80984 0.238229 2.97862 1.65084 0.024042 3.40453e-05 -2.03329e-05 0.452646 1.94331
3.25 1.81573 0.238719 2.97011 1.64373 0.0192531 3.42066e-05 -2.0429e-05 0.453967 1.94531
3.26 1.82163 0.239209 2.96165 1.63667 0.0145007 3.43685e-05 -2.05255e-05 0.455288 1.9473
3.27 1.82754 0.239698 2.95324 1.62966 0.00978442 3.45311e-05 -2.06224e-05 0.456609 1.94929
3.28 1.83344 0.240186 2.94488 1.62269 0.00510388 3.46943e-05 -2.07197e-05 0.457929 1.95128
3.29 1.83934 0.240674 2.93657 1.61577 0.000458739 3.48582e-05 -2.08174e-05 0.459249 1.95326
3.3 1.84525 0.241162 2.9283 1.60889 -0.00415136 3.50227e-05 -2.09154e-05 0.460568 1.95523
3.31 1.85116 0.241648 2.92009 1.60206 -0.00872677 3.51879e-05 -2.10139e-05 0.461887 1.95721
3.32 1.85707 0.242135 2.91192 1.59527 -0.0132678 3.53537e-05 -2.11127e-05 0.463206 1.95918
3.33 1.86298 0.242621 2.9038 1.58852 -0.0177748 3.55203e-05 -2.1212e-05 0.464524 1.96114
3.34 1.86889 0.243106 2.89573 1.58181 -0.0222482 3.56875e-05 -2.13116e-05 0.465842 1.9631
3.35 1.8748 0.243591 2.8877 1.57515 -0.0266882 3.58554e-05 -2.14117e-05 0.46716 1.96506
3.36 1.88072 0.244076 2.87971 1.56853 -0.0310951 3.6024e-05 -2.15122e-05 0.468477 1.96701
3.37 1.88664 0.24456 2.87178 1.56195 -0.0354694 3.61932e-05 -2.1613e-05 0.469795 1.96896
3.38 1.89255 0.245043 2.86388 1.55541 -0.0398112 3.63632e-05 -2.17143e-05 0.471111 1.97091
3.39 1.89847 0.245527 2.85604 1.54892 -0.044121 3.65339e-05 -2.1816e-05 0.472428 1.97285
3.4 1.90439 0.246009 2.84823 1.54246 -0.0483989 3.67052e-05 -2.19182e-05 0.473744 1.97479
3.41 1.91032 0.246491 2.84047 1.53605 -0.0526455 3.68773e-05 -2.20207e-05 0.475059 1.97672
3.42 1.91624 0.246973 2.83276 1.52967 -0.0568608 3.70502e-05 -2.21237e-05 0.476375 1.97865
3.43 1.92217 0.247454 2.82508 1.52334 -0.0610453 3.72237e-05 -2.22271e-05 0.47769 1.98058
3.44 1.92809 0.247935 2.81745 1.51704 -0.0651992 3.7398e-05 -2.2331e-05 0.479005 1.9825
3.45 1.93402 0.248415 2.80986 1.51078 -0.0693228 3.7573e-05 -2.24352e-05 0.480319 1.98442
3.46 1.93995 0.248895 2.80232 1.50456 -0.0734164 3.77487e-05 -2.254e-05 0.481633 1.98634
3.47 1.94589 0.249374 2.79481 1.49838 -0.0774803 3.79252e-05 -2.26451e-05 0.482947 1.98825
3.48 1.95182 0.249853 2.78735 1.49224 -0.0815147 3.81024e-05 -2.27507e-05 0.48426 1.99016
3.49 1.95775 0.250332 2.77993 1.48613 -0.08552 3.82804e-05 -2.28568e-05 0.485573 1.99206
3.5 1.96369 0.25081 2.77254 1.48006 -0.0894964 3.84591e-05 -2.29633e-05 0.486886 1.99396
3.51 1.96963 0.251287 2.7652 1.47403 -0.0934442 3.86387e-05 -2.30702e-05 0.488198 1.99586
3.52 1.97557 0.251764 2.7579 1.46803 -0.0973636 3.88189e-05 -2.31777e-05 0.48951 1.99775
3.53 1.98151 0.252241 2.75064 1.46207 -0.101255 3.9e-05 -2.32855e-05 0.490822 1.99964
3.54 1.98745 0.252717 2.74341 1.45615 -0.105119 3.91818e-05 -2.33939e-05 0.492134 2.00153
3.55 1.99339 0.253193 2.73623 1.45026 -0.108954 3.93645e-05 -2.35027e-05 0.493445 2.00341
3.56 1.99934 0.253668 2.72908 1.4444 -0.112763 3.95479e-05 -2.3612e-05 0.494755 2.00529
3.57 2.00529 0.254143 2.72197 1.43859 -0.116545 3.97321e-05 -2.37217e-05 0.496066 2.00717
3.58 2.01123 0.254617 2.7149 1.4328 -0.120299 3.99171e-05 -2.3832e-05 0.497376 2.00904
3.59 2.01718 0.255091 2.70787 1.42705 -0.124028 4.0103e-05 -2.39427e-05 0.498686 2.01091
3.6 2.02314 0.255564 2.70087 1.42134 -0.127729 4.02896e-05 -2.40539e-05 0.499995 2.01277
3.61 2.02909 0.256037 2.69392 1.41565 -0.131405 4.04771e-05 -2.41655e-05 0.501304 2.01464
3.62 2.03504 0.25651 2.68699 1.41001 -0.135055 4.06654e-05 -2.42777e-05 0.502613 2.01649
3.63 2.041 0.256982 2.68011 1.40439 -0.13868 4.08545e-05 -2.43904e-05 0.503921 2.01835
3.64 2.04696 0.257454 2.67326 1.39881 -0.142278 4.10445e-05 -2.45035e-05 0.50523 2.0202
3.65 2.05291 0.257925 2.66645 1.39326 -0.145852 4.12353e-05 -2.46172e-05 0.506537 2.02205
3.66 2.05887 0.258396 2.65967 1.38774 -0.149401 4.14269e-05 -2.47314e-05 0.507845 2.02389
3.67 2.06484 0.258867 2.65293 1.38225 -0.152925 4.16194e-05 -2.4846e-05 0.509152 2.02574
3.68 2.0708 0.259337 2.64622 1.3768 -0.156425 4.18128e-05 -2.49612e-05 0.510459 2.02757
3.69 2.07676 0.259806 2.63955 1.37138 -0.1599 4.2007e-05 -2.50769e-05 0.511766 2.02941
3.7 2.08273 0.260275 2.63291 1.36599 -0.163352 4.22021e-05 -2.51931e-05 0.513072 2.03124
3.71 2.0887 0.260744 2.6263 1.36063 -0.166779 4.23981e-05 -2.53098e-05 0.514378 2.03307
3.72 2.09466 0.261213 2.61973 1.3553 -0.170183 4.2595e-05 -2.54271e-05 0.515683 2.03489
3.73 2.10063 0.26168 2.61319 1.35 -0.173563 4.27927e-05 -2.55449e-05 0.516989 2.03672
3.74 2.10661 0.262148 2.60669 1.34473 -0.176921 4.29914e-05 -2.56632e-05 0.518294 2.03853
3.75 2.11258 0.262615 2.60022 1.33949 -0.180255 4.31909e-05 -2.57821e-05 0.519598 2.04035
3.76 2.11855 0.263082 2.59378 1.33428 -0.183566 4.33914e-05 -2.59014e-05 0.520902 2.04216
3.77 2.12453 0.263548 2.58738 1.3291 -0.186855 4.35928e-05 -2.60214e-05 0.522206 2.04397
3.78 2.13051 0.264014 2.581 1.32395 -0.190122 4.3795e-05 -2.61418e-05 0.52351 2.04578
3.79 2.13649 0.264479 2.57466 1.31883 -0.193366 4.39982e-05 -2.62629e-05 0.524814 2.04758
3.8 2.14247 0.264944 2.56835 1.31374 -0.196588 4.42024e-05 -2.63844e-05 0.526117 2.04938
3.81 2.14845 0.265409 2.56208 1.30867 -0.199788 4.44075e-05 -2.65066e-05 0.527419 2.05117
3.82 2.15443 0.265873 2.55583 1.30364 -0.202967 4.46135e-05 -2.66293e-05 0.528722 2.05297
3.83 2.16042 0.266337 2.54961 1.29863 -0.206124 4.48204e-05 -2.67525e-05 0.530024 2.05476
3.84 2.1664 0.2668 2.54343 1.29365 -0.20926 4.50284e-05 -2.68763e-05 0.531326 2.05654
3.85 2.17239 0.267263 2.53728 1.2887 -0.212375 4.52373e-05 -2.70007e-05 0.532627 2.05833
3.86 2.17838 0.267726 2.53115 1.28377 -0.215469 4.54471e-05 -2.71257e-05 0.533928 2.06011
3.87 2.18437 0.268188 2.52506 1.27888 -0.218543 4.56579e-05 -2.72512e-05 0.535229 2.06188
3.88 2.19036 0.26865 2.51899 1.27401 -0.221595 4.58697e-05 -2.73773e-05 0.53653 2.06366
3.89 2.19635 0.269111 2.51296 1.26916 -0.224628 4.60825e-05 -2.7504e-05 0.53783 2.06543
3.9 2.20235 0.269572 2.50696 1.26435 -0.22764 4.62963e-05 -2.76313e-05 0.53913 2.0672
3.91 2.20835 0.270033 2.50098 1.25955 -0.230632 4.65111e-05 -2.77592e-05 0.54043 2.06896
3.92 2.21434 0.270493 2.49503 1.25479 -0.233605 4.67269e-05 -2.78877e-05 0.541729 2.07073
3.93 2.22034 0.270953 2.48912 1.25005 -0.236557 4.69436e-05 -2.80168e-05 0.543028 2.07249
3.94 2.22634 0.271412 2.48323 1.24534 -0.23949 4.71615e-05 -2.81464e-05 0.544327 2.07424
3.95 2.23234 0.271871 2.47737 1.24065 -0.242404 4.73803e-05 -2.82767e-05 0.545625 2.076
3.96 2.23835 0.27233 2.47153 1.23599 -0.245298 4.76002e-05 -2.84076e-05 0.546923 2.07775
3.97 2.24435 0.272788 2.46573 1.23135 -0.248174 4.78211e-05 -2.85392e-05 0.548221 2.07949
3.98 2.25036 0.273246 2.45995 1.22674 -0.251031 4.8043e-05 -2.86713e-05 0.549518 2.08124
3.99 2.25637 0.273704 2.4542 1.22215 -0.253868 4.8266e-05 -2.8804e-05 0.550816 2.08298
4 2.26238 0.274161 2.44848 1.21759 -0.256688 4.849e-05 -2.89374e-05 0.552112 2.08472
4.01 2.26839 0.274618 2.44279 1.21305 -0.259489 4.87151e-05 -2.90714e-05 0.553409 2.08645
4.02 2.2744 0.275074 2.43712 1.20854 -0.262271 4.89413e-05 -2.92061e-05 0.554705 2.08819
4.03 2.28041 0.27553 2.43148 1.20405 -0.265036 4.91686e-05 -2.93414e-05 0.556001 2.08992
4.04 2.28642 0.275985 2.42586 1.19958 -0.267782 4.93969e-05 -2.94773e-05 0.557297 2.09164
4.05 2.29244 0.276441 2.42027 1.19514 -0.270511 4.96263e-05 -2.96139e-05 0.558592 2.09337
4.06 2.29846 0.276896 2.41471 1.19072 -0.273222 4.98569e-05 -2.97511e-05 0.559887 2.09509
4.07 2.30448 0.27735 2.40918 1.18632 -0.275916 5.00885e-05 -2.9889e-05 0.561182 2.09681
4.08 2.3105 0.277804 2.40367 1.18195 -0.278592 5.03212e-05 -3.00275e-05 0.562476 2.09853
4.09 2.31652 0.278258 2.39818 1.1776 -0.281251 5.05551e-05 -3.01667e-05 0.563771 2.10024
4.1 2.32254 0.278711 2.39272 1.17327 -0.283893 5.079e-05 -3.03065e-05 0.565064 2.10195
4.11 2.32857 0.279164 2.38729 1.16897 -0.286517 5.10261e-05 -3.04471e-05 0.566358 2.10366
4.12 2.33459 0.279617 2.38188 1.16468 -0.289125 5.12634e-05 -3.05883e-05 0.567651 2.10536
4.13 2.34062 0.280069 2.37649 1.16042 -0.291717 5.15018e-05 -3.07301e-05 0.568944 2.10706
4.14 2.34665 0.280521 2.37113 1.15619 -0.294292 5.17413e-05 -3.08727e-05 0.570237 2.10876
4.15 2.35268 0.280973 2.3658 1.15197 -0.29685 5.1982e-05 -3.1016e-05 0.571529 2.11046
4.16 2.35871 0.281424 2.36049 1.14777 -0.299392 5.22238e-05 -3.11599e-05 0.572821 2.11215
4.17 2.36474 0.281875 2.3552 1.1436 -0.301918 5.24668e-05 -3.13045e-05 0.574113 2.11384
4.18 2.37078 0.282325 2.34994 1.13945 -0.304428 5.2711e-05 -3.14498e-05 0.575404 2.11553
4.19 2.37681 0.282775 2.3447 1.13532 -0.306922 5.29564e-05 -3.15959e-05 0.576696 2.11722
4.2 2.38285 0.283225 2.33948 1.13121 -0.3094 5.3203e-05 -3.17426e-05 0.577986 2.1189
4.21 2.38889 0.283674 2.33429 1.12712 -0.311863 5.34508e-05 -3.18901e-05 0.579277 2.12058
4.22 2.39493 0.284123 2.32912 1.12306 -0.31431 5.36998e-05 -3.20382e-05 0.580567 2.12226
4.23 2.40097 0.284572 2.32398 1.11901 -0.316741 5.395e-05 -3.21871e-05 0.581857 2.12393
4.24 2.40701 0.28502 2.31886 1.11498 -0.319157 5.42014e-05 -3.23367e-05 0.583147 2.12561
4.25 2.41305 0.285468 2.31376 1.11098 -0.321559 5.4454e-05 -3.2487e-05 0.584436 2.12728
4.26 2.4191 0.285916 2.30868 1.10699 -0.323945 5.47079e-05 -3.26381e-05 0.585725 2.12894
4.27 2.42514 0.286363 2.30362 1.10303 -0.326316 5.4963e-05 -3.27899e-05 0.587014 2.13061
4.28 2.43119 0.28681 2.29859 1.09908 -0.328672 5.52194e-05 -3.29425e-05 0.588303 2.13227
4.29 2.43724 0.287257 2.29358 1.09515 -0.331014 5.5477e-05 -3.30957e-05 0.589591 2.13393
4.3 2.44329 0.287703 2.2886 1.09125 -0.333341 5.57359e-05 -3.32498e-05 0.590879 2.13559
4.31 2.44934 0.288149 2.28363 1.08736 -0.335654 5.59961e-05 -3.34046e-05 0.592167 2.13724
4.32 2.4554 0.288594 2.27869 1.08349 -0.337952 5.62575e-05 -3.35601e-05 0.593454 2.13889
4.33 2.46145 0.28904 2.27376 1.07965 -0.340236 5.65203e-05 -3.37164e-05 0.594741 2.14054
4.34 2.46751 0.289484 2.26886 1.07582 -0.342506 5.67843e-05 -3.38735e-05 0.596028 2.14219
4.35 2.47357 0.289929 2.26398 1.07201 -0.344762 5.70496e-05 -3.40314e-05 0.597314 2.14383
4.36 2.47962 0.290373 2.25913 1.06821 -0.347004 5.73162e-05 -3.419e-05 0.5986 2.14547
4.37 2.48568 0.290817 2.25429 1.06444 -0.349232 5.75842e-05 -3.43494e-05 0.599886 2.14711
4.38 2.49175 0.29126 2.24947 1.06069 -0.351446 5.78535e-05 -3.45096e-05 0.601172 2.14875
4.39 2.49781 0.291704 2.24468 1.05695 -0.353647 5.81241e-05 -3.46705e-05 0.602457 2.15038
4.4 2.50387 0.292146 2.2399 1.05323 -0.355834 5.8396e-05 -3.48323e-05 0.603742 2.15201
4.41 2.50994 0.292589 2.23515 1.04953 -0.358008 5.86693e-05 -3.49949e-05 0.605027 2.15364
4.42 2.51601 0.293031 2.23041 1.04585 -0.360169 5.8944e-05 -3.51583e-05 0.606312 2.15527
4.43 2.52207 0.293473 2.2257 1.04219 -0.362316 5.922e-05 -3.53224e-05 0.607596 2.15689
4.44 2.52814 0.293914 2.221 1.03854 -0.364451 5.94974e-05 -3.54874e-05 0.60888 2.15852
4.45 2.53421 0.294355 2.21633 1.03492 -0.366572 5.97761e-05 -3.56532e-05 0.610163 2.16013
4.46 2.54029 0.294796 2.21168 1.03131 -0.36868 6.00563e-05 -3.58199e-05 0.611447 2.16175
4.47 2.54636 0.295237 2.20704 1.02771 -0.370776 6.03378e-05 -3.59873e-05 0.61273 2.16337
4.48 2.55244 0.295677 2.20243 1.02414 -0.372859 6.06208e-05 -3.61556e-05 0.614012 2.16498
4.49 2.55851 0.296117 2.19783 1.02058 -0.374929 6.09051e-05 -3.63247e-05 0.615295 2.16659
4.5 2.56459 0.296556 2.19326 1.01704 -0.376987 6.11909e-05 -3.64947e-05 0.616577 2.16819
4.51 2.57067 0.296995 2.1887 1.01351 -0.379033 6.14781e-05 -3.66655e-05 0.617859 2.1698
4.52 2.57675 0.297434 2.18416 1.01 -0.381066 6.17668e-05 -3.68371e-05 0.619141 2.1714
4.53 2.58283 0.297873 2.17964 1.00651 -0.383086 6.20568e-05 -3.70096e-05 0.620422 2.173
4.54 2.58891 0.298311 2.17514 1.00304 -0.385095 6.23484e-05 -3.7183e-05 0.621703 2.1746
4.55 2.595 0.298749 2.17066 0.99958 -0.387092 6.26414e-05 -3.73572e-05 0.622984 2.1762
4.56 2.60108 0.299186 2.1662 0.996138 -0.389076 6.29358e-05 -3.75323e-05 0.624264 2.17779
4.57 2.60717 0.299624 2.16175 0.992712 -0.391049 6.32317e-05 -3.77083e-05 0.625544 2.17938
4.58 2.61326 0.300061 2.15733 0.989303 -0.39301 6.35292e-05 -3.78852e-05 0.626824 2.18097
4.59 2.61935 0.300497 2.15292 0.985909 -0.394959 6.38281e-05 -3.80629e-05 0.628104 2.18255
4.6 2.62544 0.300934 2.14853 0.982532 -0.396897 6.41285e-05 -3.82415e-05 0.629383 2.18414
4.61 2.63153 0.301369 2.14416 0.97917 -0.398823 6.44304e-05 -3.8421e-05 0.630663 2.18572
4.62 2.63763 0.301805 2.13981 0.975824 -0.400738 6.47338e-05 -3.86014e-05 0.631941 2.1873
4.63 2.64372 0.302241 2.13547 0.972494 -0.402641 6.50388e-05 -3.87827e-05 0.63322 2.18888
4.64 2.64982 0.302676 2.13115 0.969179 -0.404533 6.53453e-05 -3.8965e-05 0.634498 2.19045
4.65 2.65591 0.30311 2.12685 0.96588 -0.406414 6.56533e-05 -3.91481e-05 0.635776 2.19202
4.66 2.66201 0.303545 2.12257 0.962595 -0.408284 6.59629e-05 -3.93321e-05 0.637054 2.19359
4.67 2.66811 0.303979 2.1183 0.959326 -0.410142 6.6274e-05 -3.95171e-05 0.638331 2.19516
4.68 2.67422 0.304413 2.11405 0.956072 -0.41199 6.65867e-05 -3.9703e-05 0.639608 2.19673
4.69 2.68032 0.304846 2.10982 0.952834 -0.413827 6.6901e-05 -3.98899e-05 0.640885 2.19829
4.7 2.68642 0.305279 2.1056 0.94961 -0.415653 6.72169e-05 -4.00776e-05 0.642162 2.19985
4.71 2.69253 0.305712 2.10141 0.9464 -0.417468 6.75343e-05 -4.02663e-05 0.643438 2.20141
4.72 2.69864 0.306145 2.09723 0.943206 -0.419273 6.78534e-05 -4.0456e-05 0.644714 2.20297
4.73 2.70474 0.306577 2.09306 0.940026 -0.421067 6.81741e-05 -4.06466e-05 0.64599 2.20452
4.74 2.71085 0.307009 2.08891 0.93686 -0.42285 6.84964e-05 -4.08382e-05 0.647266 2.20607
4.75 2.71696 0.307441 2.08478 0.933709 -0.424623 6.88203e-05 -4.10307e-05 0.648541 2.20763
4.76 2.72308 0.307872 2.08067 0.930573 -0.426386 6.91459e-05 -4.12242e-05 0.649816 2.20917
4.77 2.72919 0.308303 2.07657 0.92745 -0.428139 6.94731e-05 -4.14187e-05 0.651091 2.21072
4.78 2.7353 0.308734 2.07248 0.924342 -0.429881 6.98019e-05 -4.16142e-05 0.652365 2.21226
4.79 2.74142 0.309164 2.06842 0.921248 -0.431613 7.01325e-05 -4.18106e-05 0.653639 2.2138
4.8 2.74754 0.309594 2.06437 0.918167 -0.433335 7.04647e-05 -4.20081e-05 0.654913 2.21534
4.81 2.75366 0.310024 2.06033 0.915101 -0.435047 7.07985e-05 -4.22065e-05 0.656187 2.21688
4.82 2.75978 0.310454 2.05631 0.912048 -0.436749 7.11341e-05 -4.24059e-05 0.65746 2.21842
4.83 2.7659 0.310883 2.05231 0.909009 -0.438442 7.14714e-05 -4.26064e-05 0.658733 2.21995
4.84 2.77202 0.311312 2.04832 0.905984 -0.440124 7.18104e-05 -4.28078e-05 0.660006 2.22148
4.85 2.77814 0.31174 2.04435 0.902972 -0.441797 7.21511e-05 -4.30103e-05 0.661278 2.22301
4.86 2.78427 0.312169 2.04039 0.899973 -0.44346 7.24935e-05 -4.32138e-05 0.66255 2.22454
4.87 2.7904 0.312597 2.03645 0.896988 -0.445114 7.28377e-05 -4.34183e-05 0.663822 2.22606
4.88 2.79652 0.313025 2.03253 0.894016 -0.446758 7.31836e-05 -4.36238e-05 0.665094 2.22758
4.89 2.80265 0.313452 2.02861 0.891057 -0.448393 7.35313e-05 -4.38304e-05 0.666366 2.2291
4.9 2.80878 0.313879 2.02472 0.888112 -0.450018 7.38807e-05 -4.4038e-05 0.667637 2.23062
4.91 2.81491 0.314306 2.02084 0.885179 -0.451634 7.42319e-05 -4.42467e-05 0.668908 2.23214
