0 -nan
0.130719 43.7156
0.261438 -25.3476
0.392157 -46.833
0.522876 -56.1845
0.653595 -60.6438
0.784314 -62.6462
0.915033 -63.2409
1.04575 -62.9542
1.17647 -62.0791
1.30719 -60.7917
1.43791 -59.2044
1.56863 -57.3919
1.69935 -55.4062
1.83007 -53.2844
1.96078 -51.0536
2.0915 -48.7342
2.22222 -46.3419
2.35294 -43.8888
2.48366 -41.3844
2.61438 -38.8364
2.7451 -36.251
2.87582 -33.6332
3.00654 -30.9873
3.13725 -28.3166
3.26797 -25.6242
3.39869 -22.9124
3.52941 -20.1833
3.66013 -17.4388
3.79085 -14.6803
3.92157 -11.9091
4.05229 -9.12645
4.18301 -6.33328
4.31373 -3.53045
4.44444 -0.718716
4.57516 2.10127
4.70588 4.92895
4.8366 7.7638
4.96732 10.6054
5.09804 13.4534
5.22876 16.3074
5.35948 19.1672
5.4902 22.0325
5.62092 24.9032
5.75163 27.779
5.88235 30.6598
6.01307 33.5456
6.14379 36.4363
6.27451 39.3318
6.40523 42.2322
6.53595 45.1375
6.66667 48.0477
6.79739 50.963
6.9281 53.8835
7.05882 56.8095
7.18954 59.7411
7.32026 62.6786
7.45098 65.6224
7.5817 68.5729
7.71242 71.5306
7.84314 74.4961
7.97386 77.4702
8.10458 80.4536
8.23529 83.4474
8.36601 86.4528
8.49673 89.4712
8.62745 92.5045
8.75817 95.5546
8.88889 98.6244
9.01961 101.717
9.15033 104.836
9.28105 107.988
9.41176 111.179
9.54248 114.417
9.6732 117.715
9.80392 121.088
9.93464 124.56
10.0654 128.162
10.1961 131.945
10.3268 135.985
10.4575 140.414
10.5882 145.467
10.719 151.619
10.8497 159.997
10.9804 174.055
11.1111 212.1
11.2418 -767.453
11.3725 90.9153
11.5033 122.374
11.634 135.22
11.7647 143.176
11.8954 149.135
12.0261 154.086
12.1569 158.455
12.2876 162.461
12.4183 166.222
12.549 169.812
12.6797 173.277
12.8105 176.648
12.9412 179.948
13.0719 183.19
13.2026 186.388
13.3333 189.548
13.4641 192.678
13.5948 195.783
13.7255 198.867
13.8562 201.933
13.9869 204.983
14.1176 208.019
14.2484 211.045
14.3791 214.06
14.5098 217.066
14.6405 220.064
14.7712 223.056
14.902 226.041
15.0327 229.02
15.1634 231.995
15.2941 234.965
15.4248 237.931
15.5556 240.893
15.6863 243.852
15.817 246.808
15.9477 249.761
16.0784 252.712
16.2092 255.66
16.3399 258.606
16.4706 261.55
16.6013 264.492
16.732 267.433
16.8627 270.372
16.9935 273.309
17.1242 276.245
17.2549 279.18
17.3856 282.114
17.5163 285.046
17.6471 287.978
17.7778 290.908
17.9085 293.838
18.0392 296.766
18.1699 299.694
18.3007 302.621
18.4314 305.548
18.5621 308.474
18.6928 311.399
18.8235 314.323
18.9542 317.247
19.085 320.171
19.2157 323.093
19.3464 326.016
19.4771 328.938
19.6078 331.859
19.7386 334.78
19.8693 337.701
20 340.622
20.1307 343.542
20.2614 346.461
20.3922 349.381
20.5229 352.3
20.6536 355.218
20.7843 358.137
20.915 361.055
21.0458 363.973
21.1765 366.89
21.3072 369.808
21.4379 372.725
21.5686 375.642
21.6993 378.559
21.8301 381.476
21.9608 384.392
22.0915 387.308
22.2222 390.224
22.3529 393.14
22.4837 396.056
22.6144 398.971
22.7451 401.887
22.8758 404.802
23.0065 407.717
23.1373 410.632
23.268 413.547
23.3987 416.462
23.5294 419.377
23.6601 422.291
23.7908 425.206
23.9216 428.12
24.0523 431.034
24.183 433.948
24.3137 436.862
24.4444 439.776
24.5752 442.69
24.7059 445.604
24.8366 448.517
24.9673 451.431
25.098 454.344
25.2288 457.258
25.3595 460.171
25.4902 463.084
25.6209 465.998
25.7516 468.911
25.8824 471.824
26.0131 474.737
26.1438 477.65
26.2745 480.563
26.4052 483.476
26.5359 486.388
26.6667 489.301
26.7974 492.214
26.9281 495.127
27.0588 498.039
27.1895 500.952
27.3203 503.864
27.451 506.777
27.5817 509.689
27.7124 512.601
27.8431 515.514
27.9739 518.426
28.1046 521.338
28.2353 524.25
28.366 527.163
28.4967 530.075
28.6275 532.987
28.7582 535.899
28.8889 538.811
29.0196 541.723
29.1503 544.635
29.281 547.547
29.4118 550.459
29.5425 553.371
29.6732 556.282
29.8039 559.194
29.9346 562.106
30.0654 565.018
30.1961 567.93
30.3268 570.841
30.4575 573.753
30.5882 576.665
30.719 579.576
30.8497 582.488
30.9804 585.4
31.1111 588.311
31.2418 591.223
31.3725 594.134
31.5033 597.046
31.634 599.957
31.7647 602.869
31.8954 605.78
32.0261 608.692
32.1569 611.603
32.2876 614.515
32.4183 617.426
32.549 620.337
32.6797 623.249
